Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Canada,Price / Canada,Compare At Price / Canada,Status
remonte-r6853-60-multi,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/4803eeddb6560ae019abd06e2a42fd5c.jpg?v=1678295951,8,,,,,,,,,,,,,,,,,,,,,,,
remonte-r6853-60-multi,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/d004b6ad3312066b92acda67540bc303.jpg?v=1678295951,9,,,,,,,,,,,,,,,,,,,,,,,
remonte-r6853-60-multi,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/f226277def676e8ae70e88c5ad9d61d8.jpg?v=1678295951,10,,,,,,,,,,,,,,,,,,,,,,,
remonte-r6853-60-multi,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/c83a3ffd73fc9e42cacba4513a1c3c25.jpg?v=1678295952,11,,,,,,,,,,,,,,,,,,,,,,,
remonte-r6853-60-multi,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/84364987ce3b0e1da1e173dd9d88c101.jpg?v=1678295952,12,,,,,,,,,,,,,,,,,,,,,,,
remonte-d6455-60-or,Remonte - D6455-60- Or,"<meta charset=""UTF-8"">
<p><span>•Matière: cuir •Doublure: cuir &amp; synthétique •Semelle intérieure: cuir</span></p>",RIEKER,,"","ATTR_DESC_SOULIER FEMME SANDALE COURROIE HAUT, ATTR_KEYWORD_OR, ATTR_PROMOTION, ATTR_SEASON_ETE, ATTR_SEASON_ETE 2023, DEPT_SOULIER FEMME, GRANDEUR_38, GRANDEUR_39, KEYWORD_OR, SUBDEPT_SANDALE COURROIE HAUT, VENDOR_RIEKER",true,grandeur,36,KeyWord,OR,,,D6455.60 -0-0-0,0.0,shopify,0,deny,manual,130.00,130.00,true,true,'4849000240865,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/a98951536b4af6e3e781cd51f9cdb627.jpg?v=1678295937,1,,false,,,,,,,,,,,,,,,kg,,,true,,,active
remonte-d6455-60-or,,,,,,,,,37,,OR,,,D6455.60 -0-0-0,0.0,shopify,0,deny,manual,130.00,130.00,true,true,'4849000240872,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/11984298bf5f161eee294aca989ab5f2.jpg?v=1678295937,2,,,,,,,,,,,,,,,,,kg,,,,,,
remonte-d6455-60-or,,,,,,,,,38,,OR,,,D6455.60 -0-0-0,0.0,shopify,2,deny,manual,130.00,130.00,true,true,'4849000240889,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/cd9bc72c2f8fbfe4745d1ef4faf7a683.jpg?v=1678295937,3,,,,,,,,,,,,,,,,,kg,,0.00,,,,
remonte-d6455-60-or,,,,,,,,,39,,OR,,,D6455.60 -0-0-0,0.0,shopify,1,deny,manual,130.00,130.00,true,true,'4849000240896,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/90187c13aa4e064006e244185a0cf203.jpg?v=1678295937,4,,,,,,,,,,,,,,,,,kg,,0.00,,,,
remonte-d6455-60-or,,,,,,,,,40,,OR,,,D6455.60 -0-0-0,0.0,shopify,0,deny,manual,130.00,130.00,true,true,'4849000240902,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/2b34d4701232a2b5ea2eb990130f8ba9.jpg?v=1678295937,5,,,,,,,,,,,,,,,,,kg,,,,,,
remonte-d6455-60-or,,,,,,,,,41,,OR,,,D6455.60 -0-0-0,0.0,shopify,0,deny,manual,130.00,130.00,true,true,'4849000240919,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/cba628c4586b2eead4b180cd7ad32d8e.jpg?v=1678295937,6,,,,,,,,,,,,,,,,,kg,,,,,,
remonte-d6455-60-or,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/2a51b4318b140967a952f372a026461b.jpg?v=1678295937,7,,,,,,,,,,,,,,,,,,,,,,,
remonte-d6455-60-or,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/e9389c4f333068e760582de3101c629f.jpg?v=1678295937,8,,,,,,,,,,,,,,,,,,,,,,,
remonte-d6455-60-or,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/b9959594565f78a747e655cbd939bfa4.jpg?v=1678295937,9,,,,,,,,,,,,,,,,,,,,,,,
remonte-d6455-60-or,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/a10d1a282f2f5ee45efe917bba53adc7.jpg?v=1678295937,10,,,,,,,,,,,,,,,,,,,,,,,
remonte-d6455-60-or,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/b8bcb55c9f107ea098c19a3418789af2.jpg?v=1678295937,11,,,,,,,,,,,,,,,,,,,,,,,
remonte-d6455-60-or,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/ffc224889f7960a774facc4ed2c6eb64.jpg?v=1678295937,12,,,,,,,,,,,,,,,,,,,,,,,
remonte-d6455-60-or,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/4c69aa93deabe9b6151596be6312a162.jpg?v=1678295937,13,,,,,,,,,,,,,,,,,,,,,,,
rieker-w0803-00-noir,Rieker - W0803-00- Noir,"Rieker R-evolution
Matière  : cuir 
Doublure  : Cuir 
Semelle intérieure : Semelle souple en cuir 
Particularités  :  mule",RIEKER,,"","ATTR_DESC_SOULIER FEMME SANDALE MULE BAS, ATTR_KEYWORD_NOIR, ATTR_PROMOTION, ATTR_SEASON_ETE, ATTR_SEASON_ETE 2023, DEPT_SOULIER FEMME, GRANDEUR_36, GRANDEUR_38, GRANDEUR_40, GRANDEUR_41, KEYWORD_NOIR, SUBDEPT_SANDALE MULE BAS, VENDOR_RIEKER",true,grandeur,36,KeyWord,NOIR,,,W0803.00 -0-0-0,0.0,shopify,1,deny,manual,130.00,130.00,true,true,'4849000240674,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/9842c9f7ff7ecc5c7468385c0ee637a6.jpg?v=1678318392,1,,false,,,,,,,,,,,,,,,kg,,0.00,true,,,active
rieker-w0803-00-noir,,,,,,,,,37,,NOIR,,,W0803.00 -0-0-0,0.0,shopify,0,deny,manual,130.00,130.00,true,true,'4849000240681,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/7b5cc4b81c960afb67e38a2c32478dc1.jpg?v=1678318344,2,,,,,,,,,,,,,,,,,kg,,,,,,
rieker-w0803-00-noir,,,,,,,,,38,,NOIR,,,W0803.00 -0-0-0,0.0,shopify,2,deny,manual,130.00,130.00,true,true,'4849000240636,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/1b7e18dff3808dd3a71b0c843023907b.jpg?v=1678205843,3,,,,,,,,,,,,,,,,,kg,,0.00,,,,
rieker-w0803-00-noir,,,,,,,,,39,,NOIR,,,W0803.00 -0-0-0,0.0,shopify,0,deny,manual,130.00,130.00,true,true,'4849000240643,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/9d4c251d76500f788fc79abca9e91aae.jpg?v=1678205843,4,,,,,,,,,,,,,,,,,kg,,,,,,
rieker-w0803-00-noir,,,,,,,,,40,,NOIR,,,W0803.00 -0-0-0,0.0,shopify,1,deny,manual,130.00,130.00,true,true,'4849000240650,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/eb00c7058c5ecbacda76349f50289ab1.jpg?v=1678205843,5,,,,,,,,,,,,,,,,,kg,,0.00,,,,
rieker-w0803-00-noir,,,,,,,,,41,,NOIR,,,W0803.00 -0-0-0,0.0,shopify,1,deny,manual,130.00,130.00,true,true,'4849000240667,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/f349314a4aa4d2fae8674c0b66ca08dc.jpg?v=1678205843,6,,,,,,,,,,,,,,,,,kg,,0.00,,,,
rieker-w0803-00-noir,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/23c8569a34403807b98b3228b3f4b18b.jpg?v=1678205843,7,,,,,,,,,,,,,,,,,,,,,,,
rieker-w0803-00-noir,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/9a53ce17e74c36740fb255b330d59532.jpg?v=1678205843,8,,,,,,,,,,,,,,,,,,,,,,,
rieker-w0803-00-noir,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/7cd223650f23fd006a33ccbb8879f377.jpg?v=1678205843,9,,,,,,,,,,,,,,,,,,,,,,,
rieker-w0803-00-noir,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/2c10c07b3dd93a78ce830d4ec09b963b.jpg?v=1678205843,10,,,,,,,,,,,,,,,,,,,,,,,
rieker-628g9-52-olive,Rieker - 628G9-52- Olive,<span>•Matière: synthétique •Doublure: synthétique •Semelle intérieure: velours léger •Particularités: élastiques</span>,RIEKER,,"","ATTR_DESC_SOULIER FEMME SANDALE COURROIE BAS, ATTR_KEYWORD_OLIVE, ATTR_PROMOTION, ATTR_SEASON_ETE, ATTR_SEASON_ETE 2023, DEPT_SOULIER FEMME, GRANDEUR_37, GRANDEUR_41, KEYWORD_OLIVE, SUBDEPT_SANDALE COURROIE BAS, VENDOR_RIEKER",true,grandeur,37,KeyWord,OLIVE,,,628G9.52 -0-0-0,0.0,shopify,1,deny,manual,120.00,120.00,true,true,'4849000240698,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/6ba202b0fa672e94fb651c9de31857d4.jpg?v=1678205832,1,,false,,,,,,,,,,,,,,,kg,,0.00,true,,,active
rieker-628g9-52-olive,,,,,,,,,38,,OLIVE,,,628G9.52 -0-0-0,0.0,shopify,0,deny,manual,120.00,120.00,true,true,'4849000240704,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/c91a823bc08a01fd160f8154d920a7be.jpg?v=1678205832,2,,,,,,,,,,,,,,,,,kg,,,,,,
rieker-628g9-52-olive,,,,,,,,,39,,OLIVE,,,628G9.52 -0-0-0,0.0,shopify,0,deny,manual,120.00,120.00,true,true,'4849000240711,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/8648293a36ad5086e66a67627d032586.jpg?v=1678205832,3,,,,,,,,,,,,,,,,,kg,,,,,,
rieker-628g9-52-olive,,,,,,,,,40,,OLIVE,,,628G9.52 -0-0-0,0.0,shopify,0,deny,manual,120.00,120.00,true,true,'4849000240728,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/defbe31134b31a7873c9e72d593753e4.jpg?v=1678205832,4,,,,,,,,,,,,,,,,,kg,,,,,,
rieker-628g9-52-olive,,,,,,,,,41,,OLIVE,,,628G9.52 -0-0-0,0.0,shopify,1,deny,manual,120.00,120.00,true,true,'4849000240735,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/cb62c07445d35c2fc943d37c67fede75.jpg?v=1678205832,5,,,,,,,,,,,,,,,,,kg,,0.00,,,,
rieker-628g9-52-olive,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/935b5295ad307095d043025a742aaa14.jpg?v=1678205832,6,,,,,,,,,,,,,,,,,,,,,,,
rieker-628g9-52-olive,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/1131ede8281e82c9c656660a0261e552.jpg?v=1678205832,7,,,,,,,,,,,,,,,,,,,,,,,
rieker-628g9-52-olive,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/6668f081365bb3cfdead1a791f435356.jpg?v=1678205832,8,,,,,,,,,,,,,,,,,,,,,,,
rieker-628g9-52-olive,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/65da97069e12729448abceb98121c598.jpg?v=1678205832,9,,,,,,,,,,,,,,,,,,,,,,,
rieker-628g9-52-olive,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/4ab3fc76141adb221da37c50f7b0ac55.jpg?v=1678205832,10,,,,,,,,,,,,,,,,,,,,,,,
rieker-628g9-52-olive,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/1cb8d580c386716d71d2a8e25ff93a9c.jpg?v=1678205832,11,,,,,,,,,,,,,,,,,,,,,,,
remonte-d0j01-80-multi,Remonte - D0J01-80- Multi,"•Matière: cuir &amp; synthétique
•Doublure: cuir &amp; synthétique
•Semelle intérieure: Semelle amovible 
•Particularités: Lacets et zipper",RIEKER,,"","ATTR_DESC_SOULIER FEMME T1 SPORT LACE, ATTR_KEYWORD_MULTI, ATTR_PROMOTION, ATTR_SEASON_ETE, ATTR_SEASON_ETE 2023, DEPT_SOULIER FEMME, GRANDEUR_37, GRANDEUR_38, GRANDEUR_39, GRANDEUR_41, KEYWORD_MULTI, SUBDEPT_T1 SPORT LACE, VENDOR_RIEKER",false,grandeur,37,KeyWord,MULTI,,,D0J01.80 -0-0-0,0.0,shopify,0,deny,manual,145.00,145.00,true,true,'4849000240438,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/2f78480e113634eee7d9ad4994f360ea.jpg?v=1678144425,1,,false,,,,,,,,,,,,,,,kg,,,true,,,draft
remonte-d0j01-80-multi,,,,,,,,,38,,MULTI,,,D0J01.80 -0-0-0,0.0,shopify,0,deny,manual,145.00,145.00,true,true,'4849000240445,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/e3d4042bf186c7f086fd287a53e065cb.jpg?v=1678144425,2,,,,,,,,,,,,,,,,,kg,,,,,,
remonte-d0j01-80-multi,,,,,,,,,39,,MULTI,,,D0J01.80 -0-0-0,0.0,shopify,0,deny,manual,145.00,145.00,true,true,'4849000240452,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/9fd7eafcdb2859e87c19519f0aee381f.jpg?v=1678144425,3,,,,,,,,,,,,,,,,,kg,,,,,,
remonte-d0j01-80-multi,,,,,,,,,40,,MULTI,,,D0J01.80 -0-0-0,0.0,shopify,0,deny,manual,145.00,145.00,true,true,'4849000240469,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/6324cea10f145c8d65d968325b056d02.jpg?v=1678144425,4,,,,,,,,,,,,,,,,,kg,,,,,,
remonte-d0j01-80-multi,,,,,,,,,41,,MULTI,,,D0J01.80 -0-0-0,0.0,shopify,0,deny,manual,145.00,145.00,true,true,'4849000240476,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/d8fb79bac0f3afa81ea104875db7c21f.jpg?v=1678144425,5,,,,,,,,,,,,,,,,,kg,,,,,,
remonte-d0j01-80-multi,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/3c099f6ec313d6caf839f7f90cc77e13.jpg?v=1678144425,6,,,,,,,,,,,,,,,,,,,,,,,
remonte-d0j01-80-multi,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/466fbf6c3a4511e36ec4da5bf6a333f3.jpg?v=1678144425,7,,,,,,,,,,,,,,,,,,,,,,,
remonte-d0j01-80-multi,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/e9adb344a9efb96da21689b94c35d301.jpg?v=1678144425,8,,,,,,,,,,,,,,,,,,,,,,,
remonte-d0j01-80-multi,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/9f385dec4ab29abc4aac189efe4d39a8.jpg?v=1678144425,9,,,,,,,,,,,,,,,,,,,,,,,
remonte-d0j01-80-multi,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/5fafef24edca6c1ec02a08e07ff6c6c6.jpg?v=1678144425,10,,,,,,,,,,,,,,,,,,,,,,,
remonte-d0j01-80-multi,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/7e898510236d0fc79297cb1cd93d748c.jpg?v=1678144425,11,,,,,,,,,,,,,,,,,,,,,,,
remonte-d0j01-80-multi,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/42cf38f2d2cb4ea6296e44af3ffd12d1.jpg?v=1678144425,12,,,,,,,,,,,,,,,,,,,,,,,
remonte-d6456-90-multi,Remonte - D6456-90- Multi,"<meta charset=""UTF-8"">
<p><span>•Matière: cuir •Doublure: cuir &amp; synthétique •Semelle intérieure: cuir</span></p>",RIEKER,,"","ATTR_DESC_SOULIER FEMME SANDALE MULE TALON HAUT, ATTR_KEYWORD_MULTI, ATTR_PROMOTION, ATTR_SEASON_ETE, ATTR_SEASON_ETE 2023, DEPT_SOULIER FEMME, GRANDEUR_37, GRANDEUR_40, KEYWORD_MULTI, SUBDEPT_SANDALE MULE TALON HAUT, VENDOR_RIEKER",true,grandeur,36,KeyWord,MULTI,,,D6456.90 -0-0-0,0.0,shopify,0,deny,manual,125.00,125.00,true,true,'4849000240384,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/e7f419269735f4bb088a5f89e1f93244.jpg?v=1677971502,1,,false,,,,,,,,,,,,,,,kg,,,true,,,active
remonte-d6456-90-multi,,,,,,,,,37,,MULTI,,,D6456.90 -0-0-0,0.0,shopify,1,deny,manual,125.00,125.00,true,true,'4849000240391,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/923d635b0bc86e3a64b95f1726108bd1.jpg?v=1677971502,2,,,,,,,,,,,,,,,,,kg,,0.00,,,,
remonte-d6456-90-multi,,,,,,,,,38,,MULTI,,,D6456.90 -0-0-0,0.0,shopify,0,deny,manual,125.00,125.00,true,true,'4849000240407,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/e92565e31c4d64f8c3a220e92065c1d0.jpg?v=1677971502,3,,,,,,,,,,,,,,,,,kg,,,,,,
remonte-d6456-90-multi,,,,,,,,,39,,MULTI,,,D6456.90 -0-0-0,0.0,shopify,0,deny,manual,125.00,125.00,true,true,'4849000240414,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/23a163d5c7f42a176d1525f9f0b463af.jpg?v=1677971502,4,,,,,,,,,,,,,,,,,kg,,,,,,
remonte-d6456-90-multi,,,,,,,,,40,,MULTI,,,D6456.90 -0-0-0,0.0,shopify,1,deny,manual,125.00,125.00,true,true,'4849000240421,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/8448ecccbd5e0e6c7fe9d765f0db2159.jpg?v=1677971502,5,,,,,,,,,,,,,,,,,kg,,0.00,,,,
remonte-d6456-90-multi,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/7b8adcbb812790fc26e93b5285a174a0.jpg?v=1677971502,6,,,,,,,,,,,,,,,,,,,,,,,
remonte-d6456-90-multi,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/c7d74607f364ecbd6ca88ee1437bcf3d.jpg?v=1677971502,7,,,,,,,,,,,,,,,,,,,,,,,
remonte-d6456-90-multi,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/8b121595e05c2e4df5880b81eebe8aa4.jpg?v=1677971502,8,,,,,,,,,,,,,,,,,,,,,,,
remonte-d6456-90-multi,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/e3849acdfc051f74e15b89d7f02db2c2.jpg?v=1677971502,9,,,,,,,,,,,,,,,,,,,,,,,
remonte-d6456-90-multi,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/68be1ea4bf280d8557de14a14e24bfa2.jpg?v=1677971502,10,,,,,,,,,,,,,,,,,,,,,,,
rieker-14450-00-noir,Rieker - 14450-00- Noir,•Matière: cuir &amp; synthétique •Doublure: cuir &amp; synthétique •Semelle extérieure: caoutchouc •Particularités: Loafer,RIEKER,,"","ATTR_DESC_SOULIER HOMME SPORT LOAFER, ATTR_KEYWORD_NOIR, ATTR_PROMOTION, ATTR_SEASON_ETE, ATTR_SEASON_ETE 2023, DEPT_SOULIER HOMME, GRANDEUR_44, KEYWORD_NOIR, SUBDEPT_SPORT LOAFER, VENDOR_RIEKER",true,grandeur,40,KeyWord,NOIR,,,14450.00 -0-0-0,0.0,shopify,0,deny,manual,145.00,145.00,true,true,'4849000240322,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/3630d7e2d49595f5c996cafe653a07ae.jpg?v=1677971517,1,,false,,,,,,,,,,,,,,,kg,,,true,,,active
rieker-14450-00-noir,,,,,,,,,41,,NOIR,,,14450.00 -0-0-0,0.0,shopify,0,deny,manual,116.00,145.00,true,true,'4849000240339,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/99a1a0a248b114f5381b860bd1980e3f.jpg?v=1677971517,2,,,,,,,,,,,,,,,,,kg,,,,,,
rieker-14450-00-noir,,,,,,,,,42,,NOIR,,,14450.00 -0-0-0,0.0,shopify,0,deny,manual,145.00,145.00,true,true,'4849000240346,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/0726efcdef4f952b7b98fb7e977cdb3e.jpg?v=1677971517,3,,,,,,,,,,,,,,,,,kg,,,,,,
rieker-14450-00-noir,,,,,,,,,43,,NOIR,,,14450.00 -0-0-0,0.0,shopify,0,deny,manual,116.00,145.00,true,true,'4849000240353,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/3933714886557c5531ab4218c1e6d18f.jpg?v=1677971517,4,,,,,,,,,,,,,,,,,kg,,,,,,
rieker-14450-00-noir,,,,,,,,,44,,NOIR,,,14450.00 -0-0-0,0.0,shopify,1,deny,manual,145.00,145.00,true,true,'4849000240360,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/c93298ee0ca9e98050fa149b0eed2d2d.jpg?v=1677971517,5,,,,,,,,,,,,,,,,,kg,,0.00,,,,
rieker-14450-00-noir,,,,,,,,,45,,NOIR,,,14450.00 -0-0-0,0.0,shopify,0,deny,manual,116.00,145.00,true,true,'4849000240377,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/c9db93e4cf2946c986e93740a1c24f68.jpg?v=1677971517,6,,,,,,,,,,,,,,,,,kg,,,,,,
rieker-14450-00-noir,,,,,,,,,46,,NOIR,,,14450.00 -0-0-0,0.0,shopify,0,deny,manual,145.00,145.00,true,true,'4849000242746,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/591de47fb2f280266886a53b4eb610f1.jpg?v=1677971517,7,,,,,,,,,,,,,,,,,kg,,,,,,
rieker-14450-00-noir,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/1e6069eb83dfb3360e07b7f0b43d2a2f.jpg?v=1677971517,8,,,,,,,,,,,,,,,,,,,,,,,
rieker-14450-00-noir,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/fad9e6cbf0dc87d49f65c29758da6a62.jpg?v=1677971517,9,,,,,,,,,,,,,,,,,,,,,,,
rieker-14450-00-noir,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/b71a02efa1e24b196f462a2cf4c25112.jpg?v=1677971517,10,,,,,,,,,,,,,,,,,,,,,,,
rieker-14450-00-noir,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/a79ec2baa824f9dad0686e2c4e5809a2.jpg?v=1677971517,11,,,,,,,,,,,,,,,,,,,,,,,
remonte-r6853-14-bleu,Remonte - R6853-14- Bleu,<span>•Matière: cuir •Doublure: velours léger •Semelle intérieure: amovible • Hauteur du talon: 35 MM •Particularités: velcro ajustable à 2 endroits</span>,RIEKER,,"","ATTR_DESC_SOULIER FEMME SANDALE COURROIE BAS, ATTR_KEYWORD_BLEU, ATTR_PROMOTION, ATTR_SEASON_ETE, ATTR_SEASON_ETE 2023, DEPT_SOULIER FEMME, GRANDEUR_36, GRANDEUR_39, GRANDEUR_40, KEYWORD_BLEU, SUBDEPT_SANDALE COURROIE BAS, VENDOR_RIEKER",true,grandeur,37,KeyWord,BLEU,,,R6853.14 -0-0-0,0.0,shopify,0,deny,manual,130.00,130.00,true,true,'4849000240278,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/df14fcdae15fa36fdac73415db786773.jpg?v=1677697655,1,,false,,,,,,,,,,,,,,,kg,,,true,,,active
remonte-r6853-14-bleu,,,,,,,,,38,,BLEU,,,R6853.14 -0-0-0,0.0,shopify,0,deny,manual,130.00,130.00,true,true,'4849000240285,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/3c2e49c9dd96b4c79a2c300b0602c0e0.jpg?v=1677697655,2,,,,,,,,,,,,,,,,,kg,,,,,,
remonte-r6853-14-bleu,,,,,,,,,39,,BLEU,,,R6853.14 -0-0-0,0.0,shopify,2,deny,manual,130.00,130.00,true,true,'4849000240292,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/d671ac5bbf35a78441cca4b4519dea9c.jpg?v=1677697655,3,,,,,,,,,,,,,,,,,kg,,0.00,,,,
remonte-r6853-14-bleu,,,,,,,,,40,,BLEU,,,R6853.14 -0-0-0,0.0,shopify,1,deny,manual,130.00,130.00,true,true,'4849000240308,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/f2efcd8212b2dfc7a6877d1f4dd32a3c.jpg?v=1677697656,4,,,,,,,,,,,,,,,,,kg,,0.00,,,,
remonte-r6853-14-bleu,,,,,,,,,41,,BLEU,,,R6853.14 -0-0-0,0.0,shopify,0,deny,manual,130.00,130.00,true,true,'4849000240315,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/9f7718dd37affe3f0b87033fe2e8ca07.jpg?v=1677697656,5,,,,,,,,,,,,,,,,,kg,,,,,,
remonte-r6853-14-bleu,,,,,,,,,36,,BLEU,,,R6853.14 -0-0-0,0.0,shopify,1,deny,manual,130.00,130.00,true,true,'4849000241534,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/630d7a13ecea217515db1141af55fed1.jpg?v=1677697656,6,,,,,,,,,,,,,,,,,kg,,0.00,,,,
remonte-r6853-14-bleu,,,,,,,,,42,,BLEU,,,R6853.14 -0-0-0,0.0,shopify,0,deny,manual,130.00,130.00,true,true,'4849000241541,https://cdn.shopify.com/s/files/1/0573/8089/6968/products/62afb71949415d96d5a9cace22d928fe.jpg?v=1677697656,7,,,,,,,,,,,,,,,,,kg,,,,,,
